timestamp,traffic
2024-01-01 00:00:00,194.8578199813811
2024-01-01 00:01:00,183.07027241997227
2024-01-01 00:02:00,197.6604627058305
2024-01-01 00:03:00,213.91003362284587
2024-01-01 00:04:00,181.29021672253802
2024-01-01 00:05:00,181.2905214971212
2024-01-01 00:06:00,214.9529970465059
2024-01-01 00:07:00,199.88339470144123
2024-01-01 00:08:00,176.92178879622784
2024-01-01 00:09:00,195.7088891981164
2024-01-01 00:10:00,464.09242249747626
2024-01-01 00:11:00,464.09242249747626
2024-01-01 00:12:00,464.09242249747626
2024-01-01 00:13:00,464.09242249747626
2024-01-01 00:14:00,464.09242249747626
2024-01-01 00:15:00,464.09242249747626
2024-01-01 00:16:00,464.09242249747626
2024-01-01 00:17:00,483.15597579271525
2024-01-01 00:18:00,490.37382164573785
2024-01-01 00:19:00,517.5845402336806
2024-01-01 00:20:00,696.1386337462144
2024-01-01 00:21:00,696.1386337462144
2024-01-01 00:22:00,696.1386337462144
2024-01-01 00:23:00,696.1386337462144
2024-01-01 00:24:00,696.1386337462144
2024-01-01 00:25:00,716.7562144996116
2024-01-01 00:26:00,696.1386337462144
2024-01-01 00:27:00,790.9232311752816
2024-01-01 00:28:00,776.5516791972794
2024-01-01 00:29:00,821.8290745985639
2024-01-01 00:30:00,742.547875995962
2024-01-01 00:31:00,742.547875995962
2024-01-01 00:32:00,742.547875995962
2024-01-01 00:33:00,734.2173206434312
2024-01-01 00:34:00,742.547875995962
2024-01-01 00:35:00,686.9079680911167
2024-01-01 00:36:00,719.3629421049801
2024-01-01 00:37:00,618.2246068670368
2024-01-01 00:38:00,621.0436349083935
2024-01-01 00:39:00,657.0383361244948
2024-01-01 00:40:00,232.04621124873813
2024-01-01 00:41:00,232.04621124873813
2024-01-01 00:42:00,232.04621124873813
2024-01-01 00:43:00,232.04621124873813
2024-01-01 00:44:00,232.04621124873813
2024-01-01 00:45:00,232.04621124873813
2024-01-01 00:46:00,232.04621124873813
2024-01-01 00:47:00,232.04621124873813
2024-01-01 00:48:00,232.04621124873813
2024-01-01 00:49:00,152.90842593248578
2024-01-01 00:50:00,204.76895110943985
2024-01-01 00:51:00,210.6829485222212
2024-01-01 00:52:00,210.81034944978873
2024-01-01 00:53:00,208.11416204945493
2024-01-01 00:54:00,189.49585144427624
2024-01-01 00:55:00,181.4400320361193
2024-01-01 00:56:00,164.32114591887637
2024-01-01 00:57:00,214.78328242912417
2024-01-01 00:58:00,190.06540843092642
2024-01-01 00:59:00,185.56350077537846
2024-01-01 01:00:00,483.7615171403628
2024-01-01 01:01:00,483.7615171403628
2024-01-01 01:02:00,483.7615171403628
2024-01-01 01:03:00,483.7615171403628
2024-01-01 01:04:00,483.7615171403628
2024-01-01 01:05:00,483.7615171403628
2024-01-01 01:06:00,483.7615171403628
2024-01-01 01:07:00,517.6044811954728
2024-01-01 01:08:00,580.9188094001398
2024-01-01 01:09:00,590.3297651003983
2024-01-01 01:10:00,743.6525357585555
2024-01-01 01:11:00,725.6422757105443
2024-01-01 01:12:00,725.6422757105443
2024-01-01 01:13:00,725.6422757105443
2024-01-01 01:14:00,725.6422757105443
2024-01-01 01:15:00,792.1993922562459
2024-01-01 01:16:00,817.7278522696573
2024-01-01 01:17:00,807.1883581320176
2024-01-01 01:18:00,812.6669516019089
2024-01-01 01:19:00,798.4457779774815
2024-01-01 01:20:00,774.0184274245805
2024-01-01 01:21:00,774.0184274245805
2024-01-01 01:22:00,774.0184274245805
2024-01-01 01:23:00,774.0184274245805
2024-01-01 01:24:00,774.0184274245805
2024-01-01 01:25:00,774.0184274245805
2024-01-01 01:26:00,751.7183193864877
2024-01-01 01:27:00,732.4390865953561
2024-01-01 01:28:00,751.8589644320894
2024-01-01 01:29:00,684.0601982223142
2024-01-01 01:30:00,241.8807585701814
2024-01-01 01:31:00,241.8807585701814
2024-01-01 01:32:00,241.8807585701814
2024-01-01 01:33:00,241.8807585701814
2024-01-01 01:34:00,241.8807585701814
2024-01-01 01:35:00,241.8807585701814
2024-01-01 01:36:00,241.8807585701814
2024-01-01 01:37:00,241.8807585701814
2024-01-01 01:38:00,239.60246099158942
2024-01-01 01:39:00,187.90967548226135
2024-01-01 01:40:00,183.45773214508273
2024-01-01 01:41:00,193.9992888681093
2024-01-01 01:42:00,221.63594199259828
2024-01-01 01:43:00,189.7204163443475
